doc_id,source,source_type,province,period,date,text
kmaras_val_406,Kahramanmaraş Valiliği,valilik,kahramanmaras,5_post_local,2024-10-30,"Valimiz Mükerrem Ünlüer, Kahramanmaraş Sütçü İmam Üniversitesi Sezai Karakoç Konferans Salonu’nda düzenlenen “Yazılışının 950. Yılında Uluslararası Dîvânu Lugâti't-Türk” sempozyumuna katıldı.

“UNESCO Dîvânu Lugâti’t-Türk’ün Yazılışının 950. yıl dönümü UNESCO iş birliğiyle kutlanması” etkinlikleri bağlamında düzenlenen sempozyum, Kültür ve Turizm Bakanlığı, Atatürk Kültür, Dil ve Tarih Yüksek Kurumu, Türk Dil Kurumu (TDK), Kahramanmaraş Sütçü İmam Üniversitesi (KSÜ), Kahramanmaraş Büyükşehir Belediyesi ve UNESCO Türkiye Millî Komisyonu (UTMK) iş birliğiyle gerçekleştirildi.

İlk Türkçe sözlük olarak kabul edilen Dîvânu Lugâti’t-Türk’ün yazılışının 950. yılı dolayısıyla gerçekleştirilen programda, usta kalemler ve alanında uzman isimler edebiyatseverlerle buluştu.

Programın açılış konuşmalarını yapan Kahramanmaraş Milletvekili İrfan Karatutlu, Türk Dil Kurumu Başkanı Prof. Dr. Osman Mert, UNESCO Türkiye Milli Komisyonu Başkanı Prof. Dr. Öcal Oğuz ve KSÜ Rektörü Prof. Dr. Alptekin Yasım; Türk dillerinin en eski sözlüğü konumunda olan Dîvânu Lugâti’t-Türk’ün Türk dilindeki önemine ve programın edebiyat şehri Kahramanmaraş’ta yapılmasının değerine vurgu yaptılar.

Sempozyumun Kahramanmaraş’ta yapılmasından duyduğu memnuniyeti ifade eden Valimiz Mükerrem Ünlüer konuşmasında: “Türk dillerinin en eski sözlüğü olan bu eser ortaya çıkarılışından bu yana 100 yıldan fazla bir süre geçti. O günden bugüne çok mühim, çok yönlü incelemeler, çeviriler hazırlandı, yayımlandı. Bugünkü Türkçenin, bizim Türkçemizin ve bütün öteki Türkçelerin ana söz varlığını oluşturan bu eser aynı zamanda Türk düşünce tarzının, hayat tarzının da örnek cümleler, atasözleri, şiir parçaları arasına serpiştirildiği bir hazinedir.

Kahramanmaraş’ta depreme rağmen eğitimi sürdürmek adına kararlılık sergileyen her iki devlet üniversitemizin de şehrin hızlı toparlanmasında katkısı çok büyük olmuştur. Sadece sosyal hayatı değil kültürel hayatı canlandıran bu sempozyum ve benzeri toplantılar da şehirde bu sürece katkı sağlamaktadır. 

Sempozyuma doğrudan destek veren Türk Dil Kurumunun şehrimizde bulunması, böylesi bir toplantının baş mimarı olması oldukça kıymetli.

Geçmişten günümüze şiirin, şairin ve edebiyatın başkenti olan Kahramanmaraş’ın Unesco adaylığı çerçevesinde de stratejik bir önemi olduğunu gördüğümüz bu toplantının Unesco Türkiye Milli Komisyonu tarafından da manevi olarak desteklenmesini önemsiyoruz. Unesco Yaratıcı Şehirler Ağı’na “Edebiyat Kenti” olarak başvuran Kahramanmaraş adaylığı sürecinde önemli yollar kat etti. Bu sempozyumla şehirde edebiyat, sanat ve kültür alanında devam eden çalışmalara bir yenisi daha ekleniyor.

Bu Sempozyumu Kahramanmaraş’ta düzenleme kararı alan Türk Dil Kurumuna, sempozyumu destekleyen Kahramanmaraş Büyükşehir Belediyesi ve Unesco Türkiye Millî Komisyonuna, son olarak bu toplantıya ev sahipliği yapan Kahramanmaraş Sütçü İmam Üniversitemize teşekkür ediyor; verimli bir program olmasını diliyorum.” dedi.

30-31 Ekim 2024 tarihleri arasında devam edecek olan sempozyumda, Türkologlar katılımcalara Dîvânu Lugâti’t-Türk ve yazarı Kâşgarlı Mahmud hakkında bilimsel değerlendirmelerde bulunacaklar."
kmaras_bld_1432,Kahramanmaraş Belediye,belediye,kahramanmaras,5_post_local,2024-05-23,"Büyükşehir Belediyesi, kent estetiğini sağlamak için kavşak, bulvar ve refüjleri çiçeklerle donatıyor. Rengârenk çiçeklerle kaplanan alanlar vatandaşlara adeta görsel şölen sunuyor.

Yeni Kahramanmaraş’ın imarı ve inşası noktasında tüm alanlarda çalışmalarını hummalı bir şekilde sürdüren Kahramanmaraş Büyükşehir Belediyesi, kent estetiğini sağlamak için de peyzaj ve bitkilendirme uygulamalarına devam ediyor. Park ve Bahçeler Şube Müdürlüğünce yürütülen çalışmalarla kavşak, bulvar ve refüjlerde; begonya, petunya, papatya, sardunya, kadife çiçeği, horozibiği, vapurdumanı, lale, menekşe ve rozet çiçeği gibi pek çok türde çiçek toprakla buluşturuluyor. Rengârenk çiçeklerle kaplanan kavşak, bulvar ve refüjler vatandaşlara adeta görsel şölen sunuyor. Büyükşehir Belediyesinden yapılan açıklamada, kent estetiğinin sağlanması noktasında peyzaj uygulamalarının durmaksızın devam ettiği belirtildi. Vatandaşlar da deprem sonrasında gerçekleştirilen peyzaj çalışmalarından duyduğu memnuniyeti belirtti."
hatay_bld_0291,Hatay Belediye,belediye,hatay,5_post_local,2024-05-08,"BAKAN ÖZHASEKİ: EVLER YÜKSELMEYE BAŞLADI

ÖNTÜRK: TÜM BAKANLARIMIZLA TAM KOORDİNELİ ÇALIŞARAK İLİMİZİ YENİDEN AYAĞA KALDIRIYORUZ

Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki, deprem sonrası yeniden imar ve inşa çalışmaları yoğun olarak süren Hatay’da incelemelerde bulundu.

Özhaseki ve beraberindeki heyet, ilk olarak Hatay Büyükşehir Belediye Başkanı Mehmet Öntürk’ü ziyaret etti.

Görüşmede, Hatay’ın geleceğini oluşturacak projelerle ilgili değerlendirmeler yapıldı. Bakan Özhaseki, bölgede evlerin yükselmeye devam ettiğini ifade ederek, daha önce görev yaptığı dönemde kentsel dönüşüm için çok çaba harcadıklarını ancak kentte itirazlar olduğu için dönüşümün gerçekleşemediğini belirterek bundan duyduğu üzüntüyü ifade etti.

Bakan Özhaseki’nin rezerv alan bölgesinde vatandaşlarla yaptığı görüşme, şehirdeki ziyaretler ve Mustafa Kemal Üniversitesi Konferans Salonu’nda düzenlenen Koordinasyon Toplantısı’na eşlik eden Başkan Öntürk de, demografik yapıyı koruyacak şekilde herkesin kendi mahallesinde ikamet etmesini sağlamaya çalışacaklarını vurguladı.

ÖNTÜRK: BÜYÜK BİR HIZLA YAPIMI DEVAM EDEN PROJELERİ YERİNDE İNCELEDİK

Ziyaretler sırasında Bakan Özhaseki ile birlikte Hatay’a gelen gazetecilere açıklamalarda bulunan ve vatandaşların sorularını yanıtlayan Öntürk, “Başta Çevre, Şehircilik ve İklim Değişikliği Bakanlığı’mız olmak üzere ilgili tüm bakanlıklarımızla birlikte tam koordineli şekilde kadim şehrimiz Hatay’ın inşa, imar ve ihyası için çalışmalarımızı sürdürüyoruz. Binlerce yıldır çok sayıda medeniyete ev sahipliği yapmış kentimiz için tüm birimlerimizle gece gündüz demeden çalışmaya, yaşam odaklı kalıcı çözümler üretmeye devam edeceğiz.” dedi.

Şehirle birlikte esnafın da yeniden ayağa kaldırılmasını önemsediklerini belirten Başkan Öntürk, şehrin ekonomik olarak eski günlerine kavuşması noktasında esnafa yönelik çalışmalar için de hassasiyetle çalıştıklarını kaydetti.

Öntürk, insanların inançlarını ve şehrin demografik yapısını koruyacak şekilde herkesin kendi eski mahallesinde ikamet edebilmelerine çalışacaklarını ve herkesin alıştığı kültürü muhafaza ettiği yerde yaşamaya devam etmesini planladıklarını vurguladı.

Hatay’a 14,3 Milyar TL hibe sağlandığına dikkat çeken Öntürk, tüm ilçelerindeki içme suyu ve kanalizasyon sorunlarını çözeceklerini, Turunçlu Arıtma Tesisi ile ilgili kronik sorunlar için de bir çalışma içinde olduklarını kaydetti.

Ayrıca Öntürk, nüfusu yüksek olan bazı köylere çok amaçlı salonlar yapacaklarını ve yeni imar planını da hayata geçireceklerini bildirdi.

Not: Haberin fotoğraflarını aşağıdaki linkten indirebilirsiniz:

https://we.tl/t-7ixQlDhTkF"
csb_0291,CSB,bakanlık,hatay,3_inter_election,2023-07-14,"DEPREM BÖLGESİNDE YENİ DÖNEM BAŞLIYOR

Deprem bölgesinin ihya ve inşasında yeni bir dönem başlıyor. Çevre, Şehircilik ve İklim Değişikliği Bakanlığı, 17 Temmuz’da başlatacağı ‘Yerinde Dönüşüm’ projesiyle 11 şehri yeniden ayağa kaldırıyor. Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki, Yerinde Dönüşüm projesiyle Bakanlığın denetiminde yerinde dönüştürülecek konutlara 500 bin TL hibe, 500 bin TL kredi; işyerlerine ise 250 bin TL hibe, 250 bin TL de kredi desteği verileceğini söyledi. Krediler, 2 yılı ödemesiz 10 yıl vade ve sıfır faizle kullandırılacak. Başvurular ‘e-Devlet’ üzerinden yapılacak. Vatandaşlar, Çağrı Merkezi ALO 181’den Yerinde Dönüşüm projesiyle ilgili bilgi alabilecek.

Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki, “Yerinde Dönüşüm projesiyle deprem bölgesinde yaralar daha hızlı sarılıyor. Bakanlığımızın denetiminde yerinde dönüştürülecek konutlara 500 bin lira, iş yerlerine 250 bin lira hibe veriyoruz. Konutlarda 500 bin liradan 800 bin liraya, işyerleri de 250 bin liradan 500 bin liraya kadar 2 yıl ödemesiz, 10 yıl vade ile faizsiz kredi desteği sunuyoruz.” dedi.

Deprem bölgesinin ihya ve inşasında yeni bir dönemin başladığını belirten Bakan Mehmet Özhaseki, 17 Temmuz’da başlatacakları ‘Yerinde Dönüşüm’ projesiyle 11 şehrin yeniden ayağa kaldırılacaklarını ifade etti. Bakanlığın denetiminde evini yerinde dönüştürmek isteyen vatandaşların beklentilerini karşılayacak yeni bir projeyi hayata geçireceklerini vurgulayan Bakan Özhaseki, “Bu modelde kendi evini yerinde dönüştürmek isteyen vatandaşlarımıza destek var. Bu projede, konut ve iş yerleri dönüşümü için hibe desteği ve kolay ödemeli krediler var. Yerinde Dönüşüm projesiyle deprem bölgesinde kadim mahalle kültürünü koruyor, meydanları, çarşıları, kadim yapıları, tarihi silüeti ve değerleriyle 11 şehrimizi yeniden ayağa kaldırıyoruz. Yeniden ihya ve inşa çalışmalarında yeni bir dönem başlıyor.” ifadelerini kullandı.

KONUTLARDA 500 BİN İLE 800 BİN LİRA ARASINDA FAİZSİZ KREDİ DESTEĞİ

17 Temmuz’da hayata geçirilecek proje ile depremzedelere, konut ve işyerlerini Bakanlığın denetiminde yerinde yapmaları için hibe ve kredi desteği imkanı sunulacak.

Konutlar için 500 bin TL, işyerleri için ise 250 bin TL hibe verilecek. Konut büyüklüklerine göre 500 bin TL ile 800 bin TL arasında ve işyeri büyüklüklerine göre de 250 bin TL ile 500 bin TL arasında da kredi kullanabilecek.

Brüt inşaat alanı 100 metrekareye kadar olan konutlar için açılan kredi tutarı 500 bin TL, 101-150 metrekare konutlar için açılan kredi tutarı 700 bin TL, 151 metrekareden büyük olan konutlar kredi tutarı 800 bin TL olacak.

İşyeri kredileri ise, brüt inşaat alanı 50 metrekare için kredi tutarı 250 bin TL, 51–100 metrekare arası olan işyerleri için kredi tutarı 400 bin TL, 101 metrekareden büyük olan işyerleri için kredi tutarı 500 bin TL olacak. Krediler, 2 yılı ödemesiz, 10 yıl vadeli ve faizsiz olacak.

BAŞVURULAR E-DEVLET ÜZERİNDEN YAPILABİLECEK

Yerinde Dönüşüm projesindeki hibe ve kredi desteğine başvurular e-Devlet üzerinden yapılabilecek. Vatandaşlar, Çağrı Merkezi ALO 181’den Yerinde Dönüşüm projesiyle ilgili detaylı bilgi alabilecek. Ayrıca Çevre, Şehircilik ve İklim Değişikliği Bakanlığına ait iki gezici tır da Yerinde Dönüşüm projesi hakkında bilgilendirme ve tanıtım yapmak amacıyla bölgede hizmet verecek.

HAK SAHİPLERİ NASIL FAYDALANACAK?

Birden fazla dairesi olup da evli çocukları bu dairelerde oturanlar da hak sahibi sayılacak. Binanın tamamına sahip olan vatandaşlar da bir dairesi için hibe alabilecek, diğer daireler için ise 3 daireye kadar kredi kullanabilecek.

TOKİ’NİN GÜVENCESİNDE OLACAK

Müteahhitler ve arsa sahiplerine destek olmak için Bakanlıkça ‘tip’ sözleşmeler hazırlanacak. İşin gecikmesi ya da tamamlanamaması durumunda uygulanacak yaptırımlar belirlenecek. Vatandaşların hakları sonuna kadar korunacak. İnşaatların aksaması durumunda konutların veya işyerlerinin inşaatını TOKİ tamamlayacak.

TÜM AŞAMALARI BAKANLIĞIN DENETİMİNDE OLACAK

Deprem bölgesinin inşa ve ihya çalışmalarının bütün safhaları Çevre, Şehircilik ve İklim Değişikliği Bakanlığı denetiminde olacak. Yine bölgede kurulan Yapım ve Dönüşüm Ofisleri aracılığıyla da adım adım takip edilecek.

22 YAPIM VE DÖNÜŞÜM OFİSİ KURULACAK

Yapım ve Dönüşüm Ofisleri, depremden etkilenen illerde 17 Temmuz’dan itibaren 22 bölgede hizmet verecek.

Depremden yoğun bir şekilde etkilenen illerde kurulacak bu ofisler;

Kahramanmaraş’ta; Dulkadiroğlu, 12 Şubat, Elbistan, Pazarcık, Türkoğlu ve Afşin’de,

Malatya’da; Yeşilyurt, Akçadağ, Battalgazi ve Doğanşehir’de,

Adıyaman’da; Merkez, Gölbaşı, Besni ve Kâhta’da,

Hatay’da; Antakya, Defne, İskenderun/Belen, Kırıkhan, Samandağ ve Hassa’da,

Gaziantep’te; İslâhiye ve Nurdağı’nda hizmet verecek.

SIFIR TOLERANS UYGULANACAK

Fay hatlarının, fay kırıklarının üzerinde yapılaşma olmayacak. Sıvılaşmanın olduğu zeminlerde yapılaşmaya izin verilmeyecek. Dere yataklarında imara izin müsaade edilmeyecek. Mimarlık mühendislik hizmetlerinde sıfır tolerans uygulanacak. Yapılacak evler zemin artı 4 katı geçmeyecek.

YERİNDE DÖNÜŞÜM PROJESİNİN FAYDALARI

Yerinde Dönüşüm projesinin birçok faydası var. Maliyet avantajı sağlanacak, şehrin ekonomik hayatı canlanacak, yereldeki 140 kadar alt sektör harekete geçecek, yeni istihdam alanları oluşacak, şehirlere dönüşler hızlanacak, kadim mahalle kültürü canlanacak, yöresel sivil mimari tasarım çeşitliliği artacak ve deprem bölgelerindeki yapım ve dönüşüm dönüş hızlanacak."
csb_0917,CSB,bakanlık,hatay,5_post_local,2024-12-13,"EMLAK KONUT, DEPREM BÖLGESİNDE YERLİ ASANSÖR EKA’YI KULLANIYOR

Çevre, Şehircilik ve İklim Değişikliği Bakanlığı’nın iştiraki Emlak Konut Gayrimenkul Yatırım Ortaklığı (EKGYO), deprem bölgesinde çevreci ve sağlam afet konutlarını inşa ederken bu yapılarda yerli ve milli asansör fabrikası Emlak Konut Asansör’ün güvenli asansörlerini de monte ediyor. Hatay’da yeniden inşa edilen 600 Evler Sitesi’nin görüntülerini paylaşan Bakan Kurum, “Birlikte daha güçlü Anadolu daha güçlü Hatay için aralıksız çalışıyoruz.

Sağlam zeminlerde güvenli, dirençli konutlarımız 11 ilde yükseliyor. Hatay’daki 600 Evler Sitesi’nde yeni yuvalarımızın anahtar teslimine bu ay sonu başlayacağız!“ dedi.

Cumhurbaşkanı Recep Tayyip Erdoğan’ın liderliğinde “Milli Teknoloji Hamlesi Vizyonu”na katkı sağlamak için Çevre, Şehircilik ve İklim Değişikliği Bakanlığı’nın himayesinde kurulan Emlak Konut Asansör (EKA), 3 yıldır sektöre katkı sağlıyor. Yerli ve milli aynı zamanda Sıfır Atık uyumlu endüstri 4.0 teknolojisi ile üretilen Emlak Konut asansörleri artık deprem bölgesindeki konutlarda da kullanılıyor.

600 EVLER, EMLAK KONUT TECRÜBESİYLE İNŞA EDİLİYOR

Hatay’da depremde çok sayıda can kaybının yaşandığı 600 Evler Sitesi, Çevre, Şehircilik ve İklim Değişikliği Bakanlığı’na bağlı Emlak Konut tecrübesiyle zemin etütleri yapılarak, yüzlerce fore kazık kullanılarak atılan sağlam temeller üzerinde yeniden inşa ediyor. Bu bloklara yine bakanlığın iştiraki olan Emlak Konut Asansör’ün yerli ve milli teknoloji ile tasarladığı asansörler monte ediliyor.

BAKAN KURUM: ARALIKSIZ ÇALIŞIYORUZ

Bölgenin görüntülerini sosyal medya hesabından paylaşan Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum, “Birlikte daha güçlü Anadolu daha güçlü Hatay için aralıksız çalışıyoruz. Sağlam zeminlerde güvenli, dirençli konutlarımız 11 ilde yükseliyor. Hatay’daki 600 Evler Sitesi’nde yeni yuvalarımızın anahtar teslimine bu ay sonu başlayacağız” ifadelerini kullandı.

“İLK ADIYAMAN’DA KULLANILDI”

EKA Güneydoğu Anadolu Bölge Müdürü Mahmut Körük ise “Asansörlerimiz yüzde yüz yerli kendi üretimimiz. Adıyaman ile başladık artık deprem bölgesindeki diğer illerimizde de monte ediyoruz. Hem kendi yapımızda hem de dışarıdan beraber çalıştığımız firmalarla birlikte gücümüze güç katıyor, hemen hemen tüm gelen taleplere cevap veriyoruz. Yani aydınlatmasından tutun da çalışma şekli, Ar-Ge’de yapılan tüm hizmetleri, tüm çalışmaları da tamamen enerji tasarrufuna göre kurgulandı” dedi. Körük, asansörlerin de Emlak Konut’un yaptığı konutlar gibi çevreye duyarlı teknoloji ile tasarlandığına dikkat çekti.

“YÜZLERCE FORE KAZIK KULLANDIK”

Emlak Konut İnşaat Mühendisi Bünyamin Aksoy ise Hatay'da depremde çok sayıda can kaybının olduğu 600 Evler Sitesi’ndeki çalışmalar hakkında bilgi verdi: Burası Odabaşı Mahallesi’nde yer alıyor. Biz burada gece gündüz yani aralıksız vardiya usulü çalışarak hem fore kazıklarımızı hem betonarme imalatlarımızı hem de ince imalatlarımıza yaptık, yapıyoruz. Zemini sağlamlaştırmak için yüzlerce fore kazık kullandık. Burada 600 konut yaptık ve şu anda artık yüzde 90 tamamlanma seviyesine ulaştık. Aralık sonu itibarıyla burada anahtar teslimimize başlayacağız.

Aksoy, Emlak Konut’un Hatay’da 33 şantiyede toplam 22 bin konut ve 4 bin iş yerinin inşasının sürdürüldüğünü vurguladı.

Linke tıklayınız;"
