date,title,teaser,url,detail_title,full_text
03.04.2026,Muhtar Akademisi Protokolü İmzalandı,,https://www.hatay.gov.tr/muhtar-akademisi-protokolu-imzalandi,Teknik olarak web sitemizde kullanılan çerez türleri aşağıdaki tabloda gösterilmektedir.,
02.04.2026,Hatay Karasu Regülatörü ve Derivasyon Kanalı Hizmete Açıldı,,https://www.hatay.gov.tr/hatay-karasu-regulatoru-ve-derivasyon-kanali-hizmete-acildi,Teknik olarak web sitemizde kullanılan çerez türleri aşağıdaki tabloda gösterilmektedir.,
02.04.2026,"Kodlayan, Tasarlayan, Üreten Gençler 2. Hatay Robot Yarışması’nda Buluştu",,https://www.hatay.gov.tr/kodlayan-tasarlayan-ureten-gencler-2-hatay-robot-yarismasinda-bulustu,Teknik olarak web sitemizde kullanılan çerez türleri aşağıdaki tabloda gösterilmektedir.,
01.04.2026,“Birlikte Daha Güçlü Yeniden İnşa: Deprem Sonrası Süreçte AB Toparlanma Desteği ve PACE Projesi Yerel Yönetimler Konferansı” Gerçekleştirildi,,https://www.hatay.gov.tr/birlikte-daha-guclu-yeniden-insa-deprem-sonrasi-surecte-ab-toparlanma-destegi-ve-pace-projesi-yerel-yonetimler-konferansi-gerceklestirildi,Teknik olarak web sitemizde kullanılan çerez türleri aşağıdaki tabloda gösterilmektedir.,
31.03.2026,Hatay’ımız 5G ile Dijital Dönüşümde Yeni Bir Eşiği Daha Aştı,,https://www.hatay.gov.tr/hatayimiz-5g-ile-dijital-donusumde-yeni-bir-esigi-daha-asti,Teknik olarak web sitemizde kullanılan çerez türleri aşağıdaki tabloda gösterilmektedir.,
29.03.2026,M2 STEAM Bilim Merkezi’nde HatayBOT Heyecanı,,https://www.hatay.gov.tr/m2-steam-bilim-merkezinde-hataybot-heyecani,Teknik olarak web sitemizde kullanılan çerez türleri aşağıdaki tabloda gösterilmektedir.,"Valimiz Mustafa MASATLI, Valiliğimizin koordinasyonunda, Hatay Büyükşehir Belediye Başkanlığımızın destekleri ve Hatay İl Millî Eğitim Müdürlüğümüzün yürütümünde 2, 3 ve 4 Nisan 2026 tarihlerinde düzenlenecek olan 2. HatayBOT Robot Yarışmasına hazırlanan öğretmen ve öğrencilerimizi M2 STEAM Bilim Merkezi’mizde ziyaret etti.

Ziyaret kapsamında yarışmaya hazırlanan öğrencilerimizle bir araya gelen Valimiz, yürütülen çalışmalar hakkında bilgi alarak gençlerimizin ortaya koyduğu emek, heyecan ve üretim azmini yerinde gördü. Öğretmen ve öğrencilerimizle yakından ilgilenen Valimiz, Hatay’ımızın geleceğinin bilgiyle, emekle, teknolojiyle ve güçlü bir iradeyle inşa edildiğini ifade etti.

Ziyarette değerlendirmelerde bulunan Valimiz Mustafa MASATLI, bugün burada yalnızca bir yarışmanın hazırlık sürecine tanıklık edilmediğini, aynı zamanda Hatay’ımızın yeniden ayağa kalkma iradesinin, gençlerimizin umudunun ve azminin de hep birlikte görüldüğünü belirtti.

HatayBOT Robot Yarışması’nın sadece bir organizasyon ya da rekabet zemini olmadığını vurgulayan Valimiz, bu yarışmanın; Hatay’ımızın her alanda yeniden ihya, inşa ve imar edildiği süreçte eğitimden bilime, teknolojiden insan kaynağına kadar her sahada güçlü bir gelecek inşa etme kararlılığımızın somut bir göstergesi olduğunu kaydetti.

Geçtiğimiz yıl 1.566 öğrenci ve öğretmenden oluşan 552 takımla başlayan bu yolculuğun, bu yıl 4.067 öğrenci ve öğretmenden oluşan 1.540 takımın başvurusuyla çok daha büyük ve güçlü bir seviyeye ulaştığını belirten Valimiz, ortaya çıkan bu tablonun sıradan bir rakamsal artışı değil; asırların felaketi 6 Şubat ve devamındaki depremler sonrasında Hatay’ımızın yalnızca yaralarını sarmadığını, aynı zamanda geleceğini de kararlılıkla kurduğunu gösterdiğini ifade etti.

Valimiz MASATLI, “Bizler, Cumhurbaşkanımız Sayın Recep Tayyip ERDOĞAN Beyefendi’nin liderliğinde ve başkanlığında, umutsuzluğa teslim olmayı değil; inançla ayağa kalkmayı, daha güçlü bir Hatay’ı hep birlikte inşa etmeyi tercih ettik. Artık yalnızca yarışan değil; düşünen, tasarlayan, üreten ve çözüm geliştiren bir gençlik iklimini hep birlikte büyütüyoruz.” ifadelerine yer verdi.

Yarışmanın maskotu olan Şuppi’nin merakı, üretimi, heyecanı ve umudu temsil eden anlamlı bir sembol olduğunu ifade eden Valimiz, bir organizasyonu büyüten unsurun yalnızca teknik altyapı değil; ona ruh veren heyecan, aidiyet ve ortak hedef olduğunu söyledi.

HatayBOT Robot Yarışması’nın il bazında düzenlenen en büyük ve en kapsamlı yarışmalardan biri olma özelliği taşıdığını da belirten Valimiz, bunun Hatay’ımız adına son derece kıymetli ve gurur verici bir başarı olduğunu vurguladı.

Ziyaret sonunda 2, 3 ve 4 Nisan tarihlerinde gerçekleştirilecek olan 2. HatayBOT Robot Yarışması’na emek veren tüm öğrencilerimizi, öğretmenlerimizi, yöneticilerimizi, velilerimizi ve katkı sunan bütün paydaşlarımızı tebrik eden Valimiz, bütün hemşehrilerimizi de gençlerimizin bu büyük heyecanına ortak olmaya ve *“HatayBOT ARENA”*da bu heyecanı hep birlikte yaşamaya davet etti."
28.03.2026,Reyhanlı Halk Kütüphanemiz Hatay’ımıza Hayırlı Olsun.,,https://www.hatay.gov.tr/reyhanli-halk-kutuphanemiz-hatayimiza-hayirli-olsun,Teknik olarak web sitemizde kullanılan çerez türleri aşağıdaki tabloda gösterilmektedir.,"Asırların Felaketi 6 Şubat ve devamındaki depremlerin ardından, Sayın Cumhurbaşkanımız Recep Tayyip ERDOĞAN Beyefendi’nin liderliğinde ve riyasetlerinde Hatay’ımızı her yanı ve her yönüyle yeniden ayağa kaldırmak için yürüttüğümüz ihya, inşa ve imar çalışmalarımız kararlılıkla sürerken; şehrimizin sadece fiziki yapısını değil, aynı zamanda kültürel, sosyal ve eğitim hayatını da yeniden güçlendirmeye devam ediyoruz. Bu anlayışla yapımı tamamlanarak hizmete sunulan Reyhanlı Halk Kütüphanemiz, Hatay’ımızın geleceğine değer katan önemli yatırımlardan biri olarak vatandaşlarımızın hizmetine açıldı.

Valimiz Mustafa MASATLI, Reyhanlı ilçemiz Yeni Mahalle’de yapımı tamamlanan Reyhanlı Halk Kütüphanemizde yerinde incelemelerde bulunarak yürütülen çalışmalar ve sunulacak hizmetler hakkında yetkililerden bilgi aldı. İncelemeleri sırasında değerlendirmelerde bulunan Valimiz, kütüphanelerin yalnızca kitapların bulunduğu mekânlar değil; aynı zamanda bilgiye erişimin, düşünsel gelişimin, kültürel zenginliğin ve toplumsal ilerlemenin en önemli merkezlerinden biri olduğunu ifade etti.

Kadim medeniyetler şehri Hatay’ımızın, tarih boyunca ilmin, irfanın, kültürün ve birlikte yaşama ahlakının önemli merkezlerinden biri olduğunu belirten Valimiz, böylesi nitelikli eserlerin şehrimizin yeniden ayağa kalkış sürecine çok kıymetli katkılar sunduğunu vurguladı. Eğitimden kültüre, sanattan sosyal yaşama kadar her alanda Hatay’ımızı daha güçlü yarınlara taşımayı hedeflediklerini belirten Valimiz, hizmete açılan kütüphanenin her yaştan vatandaşımıza hitap eden yapısıyla önemli bir ihtiyacı karşılayacağını ifade etti.

Çağdaş mimari anlayışla inşa edilen Reyhanlı Halk Kütüphanemiz; çocuklarımızın hayal dünyasını zenginleştiren, gençlerimizin akademik gelişimine katkı sunan ve toplumun her kesimine hitap eden çok yönlü bir yaşam alanı olarak planlandı. Sadece bir okuma mekânı olmanın ötesinde; öğrenme, araştırma, üretme ve kendini geliştirme imkânı sunan bu nitelikli merkez, bireylerin bilgiye erişimini kolaylaştırırken sosyal ve kültürel gelişimlerine de katkı sağlayacak.

Hatay’ımızda yürütülen dünyanın en büyük afet sonrası ihya, inşa ve imar çalışmalarının bir parçası olarak eğitim ve kültür alanında hayata geçirilen her yatırımın, geleceğe atılmış güçlü bir adım olduğunu belirten Valimiz, Reyhanlı Halk Kütüphanemizin ilçemize, hemşehrilerimize ve özellikle de çocuklarımız ile gençlerimize hayırlı olmasını temenni etti."
27.03.2026,Fiziksel Engelliler Vakfından Valimiz Mustafa MASATLI’ya Teşekkür Belgesi,,https://www.hatay.gov.tr/fiziksel-engelliler-vakfindan-valimiz-mustafa-masatliya-tesekkur-belgesi,Teknik olarak web sitemizde kullanılan çerez türleri aşağıdaki tabloda gösterilmektedir.,"Valimiz Mustafa MASATLI, Fiziksel Engelliler Vakfı Başkanı Prof. Dr. Yaşar TATAR, Fiziksel Engelliler Vakfı Yönetim Kurulu Üyesi Mehmet GÖZE ve Fiziksel Engelliler Vakfı Hatay Temsilcisi Hicret KUMRU’yu makamında kabul etti.

Gerçekleştirilen kabulde, Hatay Engelli Sosyal Girişimcilik Merkezimizde yürütülen çalışmalar hakkında değerlendirmelerde bulunulurken, merkezimizin ilimizde engelli bireylerimizin sosyal hayata katılımını güçlendiren, üretkenliklerini destekleyen ve hayatlarını kolaylaştıran çalışmaları ele alındı.

Valiliğimizin himayelerinde hayata geçirilen Hatay Engelli Sosyal Girişimcilik Merkezimiz; sunduğu hizmetler, sahip olduğu donanım ve vatandaş odaklı yaklaşımıyla engelli bireylerimizin ihtiyaçlarına doğrudan cevap veren örnek bir merkez olma özelliği taşıyor. Merkezimizde bugüne kadar çok sayıda vatandaşımıza ortez-protez hizmeti sunulurken, yürütülen kurslar, sosyal destek çalışmaları ve uygulamalı hizmetlerle engelli bireylerimizin yaşamlarına katkı sağlayan önemli faaliyetler gerçekleştirildi.

Kabulde, Hataylı depremzede engelli vatandaşlarımızın yaşamlarına sunduğu katkılar dolayısıyla Valimiz Mustafa MASATLI’ya, Fiziksel Engelliler Vakfı adına Teşekkür Belgesi takdim edildi.

Valimiz Mustafa MASATLI, engelli bireylerimizin hayatını kolaylaştıran, onların toplumsal yaşamda daha güçlü şekilde yer almalarına katkı sunan her çalışmayı son derece kıymetli gördüklerini ifade ederek, devletimizin şefkat eliyle vatandaşlarımızın her zaman yanında olmaya devam edeceğini belirtti.

Kabul, günün anısına çekilen hatıra fotoğrafıyla sona erdi."
27.03.2026,"Valimiz Mustafa MASATLI, “Orta Asya Bozkırlarında Türk Dilinin ve Tarihinin Sessiz Tanıkları: Bengü Taşlar” Söyleşi Programına Katıldı.",,https://www.hatay.gov.tr/valimiz-mustafa-masatli-orta-asya-bozkirlarinda-turk-dilinin-ve-tarihinin-sessiz-taniklari-bengu-taslar-soylesi-programina-katildi,Teknik olarak web sitemizde kullanılan çerez türleri aşağıdaki tabloda gösterilmektedir.,"Valimiz Mustafa MASATLI; Hatay Mustafa Kemal Üniversitesi Rektörü Prof. Dr. Veysel EREN, Türk Dil Kurumu Başkanımız Prof. Dr. Osman MERT ve Tarih Düşünce ve Araştırma Topluluğu Akademik Danışmanı Prof. Dr. Sacit UĞUZ ile birlikte Hatay Mustafa Kemal Üniversitesi Konferans Salonu’nda düzenlenen “Orta Asya Bozkırlarında Türk Dilinin ve Tarihinin Sessiz Tanıkları: Bengü Taşlar” adlı söyleşi programına katıldı.

Türk Dil Kurumu Başkanımız Prof. Dr. Osman MERT’in sunumuyla gerçekleştirilen programda; Türk dilinin tarihsel serüveni, milletimizin köklü hafızasını günümüze taşıyan Bengü Taşların taşıdığı anlam ve değer ile dil, tarih ve medeniyet arasındaki güçlü bağ çok yönlü şekilde ele alındı.

Programda yapılan sunumda, Bengü Taşların yalnızca tarihî birer kitabe olmanın ötesinde; Türk milletinin hafızasını, devlet anlayışını, kültürünü, inancını ve medeniyet tasavvurunu asırlardır taşıyan sessiz ama son derece güçlü tanıklar olduğu vurgulandı. Türkçenin asırlar ötesinden bugüne ulaşan derinliği ve kurucu gücü üzerinde durulurken, dilin bir milletin kimliğini, kültürünü ve medeniyet birikimini nesilden nesile aktaran en temel unsur olduğu ifade edildi.

Kadim Türk tarihinin izlerini günümüze taşıyan bu eşsiz mirasın, geçmiş ile gelecek arasında güçlü bir köprü kurduğuna dikkat çekilen programda; Bengü Taşların, milletimizin köklerini anlamak ve tarih şuurunu diri tutmak bakımından büyük bir kıymet taşıdığı belirtildi. Türk dilinin yalnızca bir iletişim vasıtası değil; aynı zamanda bir milletin ortak hafızasını, ortak duyuşunu ve ortak istikametini şekillendiren temel unsur olduğu kaydedildi.

Programda değerlendirmelerde bulunan Valimiz Mustafa MASATLI ise Türkçenin, asırlardır milletimizi aynı anlam dünyasında buluşturan en güçlü bağlardan biri olduğuna dikkat çekti. Dil ile tarihin birbirinden ayrı düşünülemeyeceğini ifade eden Valimiz MASATLI, bir milletin kimliğinin korunmasının ancak kendi diline, tarihine ve medeniyet birikimine sahip çıkmasıyla mümkün olacağını belirtti.

Valimiz konuşmalarında; kökleri sağlam olan milletlerin geleceğe daha güvenle yürüdüğünü, tarihî hafızayı diri tutan en önemli unsurlardan birinin de dil olduğunu ifade ederek, Bengü Taşların bu bakımdan yalnızca geçmişin bir hatırası değil, aynı zamanda geleceğe ışık tutan çok kıymetli birer medeniyet nişanesi olduğunu vurguladı.

Türk dilinin taşıdığı mana dünyasının, milletimizin asırlar boyunca kurduğu büyük medeniyet yürüyüşünün de en önemli dayanaklarından biri olduğunu belirten Valimiz MASATLI, genç nesillerin kendi tarihini ve kültürel köklerini doğru kaynaklardan öğrenmesinin millî şuurun güçlenmesi bakımından büyük önem taşıdığını dile getirdi.

Valimiz MASATLI ayrıca; üniversiteler, bilim insanları ve Türk Dil Kurumu gibi köklü kurumlar arasında geliştirilen iş birliklerinin, kültürel mirasın korunması ve gelecek kuşaklara aktarılması açısından son derece kıymetli olduğunu ifade etti. Akademik çalışmaların ve bu tür ilmî programların, gençlerimizin dil, tarih ve medeniyet bilincini güçlendirdiğini kaydeden Valimiz, kadim değerlerimizin yaşatılmasına katkı sunan her çalışmanın geleceğimiz adına büyük bir anlam taşıdığını belirtti.

Katılımcılar tarafından ilgiyle takip edilen program, Türk dilinin tarihî derinliğine ve Bengü Taşların milletimizin müşterek hafızasındaki yerine dair yapılan kapsamlı değerlendirmelerle sona erdi."
26.03.2026,Hatay Mirasına Sahip Çıkıyor: Kürt Fakih Camii Yeniden İbadete Açıldı.,,https://www.hatay.gov.tr/hatay-mirasina-sahip-cikiyor-kurt-fakih-camii-yeniden-ibadete-acildi,Teknik olarak web sitemizde kullanılan çerez türleri aşağıdaki tabloda gösterilmektedir.,"Asırların Felaketi 6 Şubat ve devamındaki depremlerde ağır hasar gören Antakya ilçemizde bulunan, 16. yüzyıla dayanan köklü geçmişiyle Kadim Şehrimizin önemli tarihî ve manevi miraslarından biri olan Kürt Fakih Camii, restorasyon çalışmalarının tamamlanmasının ardından düzenlenen programla yeniden ibadete açıldı.

Valimiz Mustafa MASATLI’nın katılımıyla gerçekleştirilen açılış programında Kur’an-ı Kerim tilaveti okunup dualar edildi, ardından kurdele kesimiyle cami yeniden ibadete açıldı.

Açılış programında konuşan Valimiz Mustafa MASATLI, Hatay’ımızın tarih boyunca medeniyetlerin, kültürlerin ve inançların buluşma noktası olan kadim bir şehir olduğunu vurgulayarak, bu topraklarda ecdadımızın insanlık tarihine ışık tutan çok sayıda eser bıraktığını ifade etti.

Valimiz konuşmalarında, Asırların Felaketi 6 Şubat ve devamındaki depremlerle birlikte yalnızca konutların değil, tarihî ve kültürel mirasımızın önemli unsurlarının da büyük zarar gördüğünü belirterek, Güçlü Devletimizin öncülüğünde, devlet-millet el ele anlayışıyla Hatay’ımızı her yanı ve her yönüyle ihya, inşa ve imar etme çalışmalarının kararlılıkla sürdürüldüğünü kaydetti.

Kürt Fakih Camii’nin yeniden ibadete açılmasının büyük bir anlam taşıdığını ifade eden Valimiz, konuşmasında şu sözlere yer verdi: “Hatay, tarihin, medeniyetin ve insanlığın buluştuğu kadim bir şehirdir. Ecdadımız bu topraklarda insanlık tarihine ışık tutan sayısız eser bırakmıştır. Maalesef Asırların Felaketi 6 Şubat ve devamındaki depremlerle birlikte yalnızca evlerimiz değil, bize emanet edilen birçok tarihî eserimiz de ciddi şekilde zarar görmüştür. Bugün burada hasar gören bu kıymetli miraslarımızdan birinin daha ihya edilmesine ve yeniden hayat bulmasına vesile olmanın mutluluğunu yaşıyoruz. Kürt Fakih Camii, Vakıflar Bölge Müdürlüğümüz tarafından restorasyon ve rekonstrüksiyon çalışmaları tamamlanan 20’nci eserimizdir.”

Valimiz ayrıca, Kürt Fakih Camii’nin yeniden ibadete açılmasının şehrimizin manevi hayatı kadar tarihî hafızası açısından da kıymetli olduğunu belirterek, “Tüm bu çalışmalarda bizlere liderlik ve başkanlık eden başta Cumhurbaşkanımız Sayın Recep Tayyip ERDOĞAN Beyefendi olmak üzere Kültür ve Turizm Bakanlığımıza ve Vakıflar Bölge Müdürlüğümüze teşekkür ediyorum. Camimizin şehrimize, ülkemize ve medeniyetimize hayırlı olmasını diliyorum.” ifadelerini kullandı.

Hatay’ımızda, bir yandan asırların yıkımının izleri silinirken diğer yandan medeniyetimizin emanetleri de aslına uygun şekilde ayağa kaldırılmaya devam ediyor."
